Account Owner,Account Status,Account Name,Account ID,Website,Net Premiums Written,Assets Under Management,Annual Revenue,Number of Open Opportunities,#Employee,ICP Type,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Phone,Billing Country,Last Activity,Account Plan URL,Type,Subcategory,Reason for Outreach,Industry
Victoria,Cold Account,Community Health Choice Inc,0013700000MvQ2x,www.communitycares.com,,,,0,,Secondary,2636 South Loop West Suite 700,Houston,Texas,77054,(888) 760-2600,United States,06.08.2017,,,,,
Victoria,Cold Account,comparethemarket.com,0013700000MwQp0,www.comparethemarket.com,,,,0,,Tertiary,"Saxon House Bakewell Road, Orton Southgate Peterborough",Cambridgeshire,,PE2 6YS,,United Kingdom,6/14/2017,,,,Non-USA ,
Victoria,Cold Account,Compensa BV,0013700000MvMVk,http://www.compensa.nl/,,,,0,,Secondary,Lageweg 2,Zeist,,3703 CA,,Netherlands,05.10.2017,,,,Non-USA ,
Victoria,Cold Account,ConnectiCare Inc,0013700000MvQ2g,www.connecticare.com,,,,0,,Secondary,175 Scott Swamp Road,Farmington,Connecticut,6032,(860) 674-5700,United States,06.12.2017,,,,,
Victoria,Cold Account,Covea Insurance,0013700000MwQp1,www.coveainsurance.co.uk,,,,0,,Tertiary,2 Norman Place,Reading,,RG1 8DA,,United Kingdom,11.08.2017,,,,Non-USA ,
Victoria,Cold Account,CUMIS Ins Society Group,0013700000MwRMA,www.cumis.com,911686000,,,0,,Primary,Stn Lcd 1 PO Box 5065,Burlington,Vermont,,,United States,,https://www.bloomberg.com/profile/company/4062Z:CN,,,,
Victoria,Cold Account,De Amersfoortse,0013700000MvMVz,https://www.asr.nl/,,,,0,,Secondary,Archimedeslaan 10,Utrecht,,,,Netherlands,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,Delta Lloyd,0013700000MvMWB,http://www.deltalloyd.nl/,,,,0,,Secondary,Amstelplein 6,Amsterdam,,1096 BC,,Netherlands,5/25/2017,,,,Non-USA ,
Victoria,Cold Account,Devitt Insurance Services Limited,0013700000MwQp2,www.devittinsurance.com,,,,0,,Tertiary,North House St. Edwards Way,Romford,,RM1 3PP,,United Kingdom,5/25/2017,,,,Non-USA ,
Victoria,Cold Account,Economical Insurance,0013700000MwQuv,www.economical.com,,,,0,,Secondary,111 Westmount Rd S,Waterloo,,,,United States,5/29/2017,,,,,
Victoria,Cold Account,ENSUR NV,0013700000MvMW8,http://ensur.be/,,,,0,,Secondary,Leonardo Da Vincilaan 19,Diegem,,1831,,Belgium,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,ERGO Digital Ventures AG,0013700000MvMW2,http://www.ergo.de/,,,,0,,Secondary,Victoriaplatz 2 Duesseldorf,North Rhine-Westphalia D-,,40198,,Germany,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,ERGO Direct Versicherungen,0013700000MvMWL,http://www.ergo.de/,,,,0,,Secondary,Victoriaplatz 2 Duesseldorf,North Rhine-Westphalia D-,,40198,,Germany,05.10.2017,,,,Non-USA ,
Victoria,Cold Account,ERGO Direkt Versicherungen,0013700000MwQp3,www.ergodirekt.de,,,,0,,Tertiary,Karl-Martell-StraÃe 60,NÃ¼rnberg,,90431,,Germany,6/14/2017,,,,Non-USA ,
Victoria,Cold Account,Everest Reinsurance Company,0013700000M2udl,everest.com,1741240000,,,0,,Primary,,Basking Ridge,New Jersey,,,United States,6/14/2019,https://www.bloomberg.com/profile/company/55451Z:US,,,,
Victoria,Cold Account,"Everis Spain, S.L.U.",0013700000MvMW1,http://www.everis.com/,,,,0,,Secondary,"Avenida Manoteras, 52",Madrid,,28050,,United States,05.09.2017,,,,,
Victoria,Cold Account,FFA Assurance,0013700000MvMVr,http://www.ffa-assurance.fr/,,,,0,,Secondary,26 Boulevard Haussmann,Paris,,75009,,France,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,Giles Insurance Brokers Ltd,0013700000MwQp4,www.gilesinsurance.co.uk,,,,0,,Tertiary,Office 23 Crichiebank Business Centre Mill Rd Port Elphinstone Aberdeenshire,Inverurie,,AB51,,United Kingdom,5/25/2017,,,,Non-USA ,
Victoria,Cold Account,GoHealth,0013700000MvQ5M,www.gohealthinsurance.com,,,,0,,Secondary,214 W Huron,Chicago,Illinois,60654,(855) 346-2889,United States,06.06.2017,,,,,
Victoria,Cold Account,Gothaer,0013700000MwQp5,www.gothaer.de,,,,0,,Tertiary,Gothaer Str. 19,Ratingen,,40880,,Germany,6/14/2017,,,,Non-USA ,
Victoria,Cold Account,HealthPlanOne LLC,0013700000MvQ2e,www.healthplanone.com,,,,0,,Secondary,35 Nutmeg Drive Suite 220,Trumbull,Connecticut,6611,(203) 402-2505,United States,06.08.2017,,,,,
Victoria,Cold Account,Healthplex Inc,0013700000MvQ3L,www.healthplex.com,,,,0,,Secondary,333 Earle Ovington Boulevard Suite 300,Uniondale,New York,11553,(516) 542-2200,United States,06.08.2017,,,,,
Victoria,Cold Account,Heidelberger Lebensversicherung AG,0013700000MwQp6,www.heidelberger-leben.de,,,,0,,Tertiary,Im Breitspiel 2-4,Heidelberg,,69126,,Germany,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Helsana,0013700000MwQp7,www.helsana.ch,,,,0,,Tertiary,Weinbergstrasse 5,ZÃ¼rich,,8000,,Switzerland,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Helvetia Consulting AG,0013700000MwQp8,www.helvetia.ch,,,,0,,Tertiary,Dufourstrasse 40,St. Gallen,,9000,,Switzerland,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Henderson Insurance Brokers Ltd,0013700000MwQp9,www.hibl.co.uk,,,,0,,Tertiary,Trueman House Capitol Boulevard Morley,Leeds,,LS27 0TS,,United Kingdom,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Higos Insurance Services Ltd,0013700000MwQpA,www.higos.co.uk,,,,0,,Tertiary,Mendip Court Bath Road,Wells,,BA5 3DG,,United Kingdom,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Hiscox,0013700000MvMW6,http://www.hiscox.bm/,,,,0,,Tertiary,1 Great St Helen's,London,,EC3A 6HX,(312) 239-6354,United Kingdom,10/19/2020,,,,Non-USA ,
Victoria,Cold Account,HollisWealth,0013700000MwQuw,www.holliswealth.com,,,,0,,Secondary,1 Adelaide St E One Financial Place Fl 27,Toronto,,,,United States,7/26/2017,,,,,
Victoria,Cold Account,Hood Group,0013700000MwQpB,www.hoodgroup.co.uk,,,,0,,Tertiary,1 Maitland House Warrior Square Southend-on-Sea,Essex,,SS1 2JY,,United Kingdom,11.10.2017,,,,Non-USA ,
Victoria,Cold Account,Hortica,0013700000MwQux,www.hortica.com,,,,0,,Secondary,1 Horticultural Ln,Edwardsville,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,Howden Insurance Brokers Limited,0013700000MwQpC,www.howdengroup.com,,,,0,,Tertiary,Bevis Marks House 24 Bevis Marks,London,,EC3A 7JB,,United Kingdom,,,,,Non-USA ,
Victoria,Cold Account,Hughes Insurance,0013700000MwQpD,www.hughesinsurance.co.uk,,,,0,,Tertiary,13 Shipquay Street Derry,County Londonderry,,BT48 6DJ,,United Kingdom,07.06.2017,,,,Non-USA ,
Victoria,Cold Account,Hyperion Insurance Group Limited,0013700000MwQpE,www.hyperiongrp.com,,,,0,,Tertiary,Bevis Marks House 24 Bevis Marks,London,,EC3A 7JB,,United Kingdom,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,If P&C Insurance,0013700000MvMVy,http://www.if-insurance.com/,,,,0,,Secondary,"Barks vÃ¤g 15, Solna",Stockholm,,S-106 80,,United States,05.09.2017,,,,,
Victoria,Cold Account,Insurance Corporation of British Columbia,0013700000MwQuz,www.icbc.com,,,,0,,Secondary,151 Esplanade W,North Vancouver,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,insurethebox,0013700000MwQpF,www.insurethebox.com,,,,0,,Tertiary,P.O. Box 1308 Newcastle upon Tyne,Tyne and Wear,,NE12 2BF,,United Kingdom,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,James Hay Insurance Company Limited,0013700000MwQpG,www.jameshay.co.uk,,,,0,,Tertiary,Deakins Mill Deakins Business Pk,Bolton,,BL79,,United Kingdom,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Jenner's Pond,0013700000MwQv0,www.jennerspond.org,,,,0,,Secondary,2000 Greenbriar Ln,West Grove,,,,United States,06.09.2017,,,,,
Victoria,Cold Account,JMK Group UK,0013700000MwQpH,www.jmkgroupuk.com,,,,0,,Tertiary,Highbridge House Uxbridge,England,,UB8 1LU,,United Kingdom,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Kansas City Life Insurance Company,0013700000MwQv1,www.kclife.com,,,,0,,Secondary,3520 Broadway St,Kansas City,,,,United States,12.10.2018,,,,,
Victoria,Cold Account,Lancaster Insurance Services Ltd,0013700000MwQpI,www.lancasterinsurance.co.uk,,,,0,,Tertiary,House Meadow Lane,Longthorpe,,PE27 4ZB,,United Kingdom,6/29/2017,,,,Non-USA ,
Victoria,Cold Account,Lawley Insurance,0013700000MwQv2,www.lawleyinsurance.com,,,,0,,Secondary,361 Delaware Ave Ste 201,Buffalo,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,London Life Insurance Company,0013700000MwQv3,www.londonlife.com,,,,0,,Secondary,255 Dufferin Ave,London,,,,United States,6/22/2017,,,,,
Victoria,Cold Account,"Magellan Health Services , Inc.",0013700000MvQ6G,www.magellanhealth.com,,,,0,,Secondary,4800 Scottsdale Road Suite 4400,Scottsdale,Arizona,85251,(860) 507-1900,United States,9/26/2018,,,,,
Victoria,Cold Account,MagnaCare,0013700000MvQ6A,www.magnacare.com,,,,0,,Secondary,One Penn Plaza Suite 2000,New York City,New York,10119,(212) 867-3606,United States,06.06.2017,,,,,
Victoria,Cold Account,Maine Employers' Mutual Insurance Company,0013700000MwQv4,www.memic.com,,,,0,,Secondary,261 Commercial St,Portland,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,Manitoba Public Insurance Corporation,0013700000MwQv5,www.mpi.mb.ca,,,,0,,Secondary,234 Donald St 711,Winnipeg,,,,Canada,06.09.2017,,,,Non-USA ,
Victoria,Cold Account,McDougall Insurance Brokers Ltd.,0013700000MwQv6,www.mcdougallinsurance.com,,,,0,,Secondary,Stn Csc PO Box 356,Belleville,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,Medica,0013700000MvQ2f,www.medica.com,,,,0,,Secondary,Room 101 401 Carlson Parkway,Minnetonka,Minnesota,55305,(952) 992-2900,United States,06.08.2017,,,,,
Victoria,Cold Account,Mellat Insurance Co,0013700000MwQpJ,www.mellatinsurance.com,,,,0,,Tertiary,72 Hillview Court,Woking,,GU22 7QW,,United Kingdom,06.09.2017,,,,Non-USA ,
Victoria,Cold Account,Menzis,0013700000MwQpK,www.menzis.nl,,,,0,,Tertiary,Lawickse Allee 130,Wageningen,,6709 DZ,,Netherlands,11/16/2017,,,,Non-USA ,
Victoria,Cold Account,Merchants Insurance Group,0013700000MwQv7,www.merchantsgroup.com,,,,0,,Secondary,250 Main St,Buffalo,,,,United States,12.07.2018,,,,,
Victoria,Cold Account,"Molina Healthcare , Inc.",0013700000MvQ2E,www.molinahealthcare.com,,,,0,,Secondary,200 Oceangate Suite 100,Long Beach,California,90802,(562) 435-3666,United States,06.12.2017,,,,,
Victoria,Cold Account,Mortgage Guaranty Group,0013700000MwRFE,www.mgic.com,997957000,,,0,,Primary,250 E Kilbourn Ave,Milwaukee,Wisconsin,,,United States,,,,,,
Victoria,Cold Account,MS Amlin,0013700000MvMWG,http://www.amlin.com/,,,,0,,Secondary,Van Heuven Goedhartlaan 939,Amstelveen,,1181 LD,,United States,11.06.2017,,,,,
Victoria,Cold Account,Munich American Reassurance Company,0013700000MvMVM,http://www.munichre.com/,5478555000,,,0,,Primary,"Via G. Washington, 70",Atlanta,Georgia,20146,,United States,09.11.2020,,,,,
Victoria,Cold Account,"National Council on Compensation Insurance , Inc.",0013700000MwQv8,www.ncci.com,,,,0,,Secondary,901 Peninsula Corporate Cir,Boca Raton,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,NV Schade,0013700000MvMW7,https://www.nvschade-mt.nl/,,,,0,,Secondary,Postbus 16862,Den Haag,,2500 BW,,Netherlands,05.10.2017,,,,Non-USA ,
Victoria,Cold Account,Ocidental Grupo,0013700000MvMVN,http://www.ocidental.pt/,,,,0,,Secondary,"EdifÃ­cio 10, Tagus Park, Av. Dr. MÃ¡rio Soares",Porto Salvo,,2744-005,,Portugal,05.10.2017,,,,Non-USA ,
Victoria,Cold Account,"Onb Insurance Group, Inc",0013700000MwQv9,www.onirisk.com,,,,0,,Secondary,600 E 96th St Ste 400,Indianapolis,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,ONEY Insurance,0013700000MvMVY,http://oneyinsurance.com/,,,,0,,Secondary,"Il-Piazzetta, Block B â Office 44 Tower Road,",Sliema,,SLM 1605,,United States,05.09.2017,,,,,
Victoria,Cold Account,Ontario Teachers Insurance Plan,0013700000MwQvA,www.otip.com,,,,0,,Secondary,125 Northfield Dr W,Waterloo,,,,United States,6/29/2017,,,,,
Victoria,Cold Account,OpenClaims Netherlands,0013700000MvMWM,https://www.openclaims.com/,,,,0,,Secondary,Herengracht 560,Amsterdam,,1017 CH,,United States,05.09.2017,,,,,
Victoria,Cold Account,Pacific Specialty Insurance Company,0013700000MvQ5m,www.pacificspecialty.com,,,,0,,Secondary,2200 Geng Rd. Suite #200,Palo Alto,California,94303,(800) 962-1172,United States,10.05.2018,,,,,
Victoria,Cold Account,Palmetto GBA LLC,0013700000MvQ2R,www.palmettogba.com,,,,0,,Secondary,17 TECHNOLOGY CIR,Columbia,South Carolina,29203,(803) 735-1034,United States,06.02.2017,,,,,
Victoria,Cold Account,PayFlex,0013700000MvQ62,www.payflex.com,,,,0,,Secondary,10802 Farnam Drive Suite 100,Omaha,Nebraska,68154,(800) 284-4885,United States,5/16/2017,,,,,
Victoria,Cold Account,PayneWest Insurance Inc,0013700000MwQvB,www.PayneWest.com,,,,0,,Secondary,2925 Palmer St Ste B,Missoula,,,,United States,7/13/2017,,,,,
Victoria,Cold Account,Pharmacists Mutual Insurance Company,0013700000MwQvC,www.phmic.com,,,,0,,Secondary,808 Highway 18 W,Algona,,,,United States,07.12.2017,,,,,
Victoria,Cold Account,Pilot Catastrophe Services Inc. Inc,0013700000MvQ2B,www.pilotcat.com,,,,0,,Secondary,1055 Hillcrest Road,Mobile,Alabama,36695,(800) 345-2287,United States,06.06.2017,,,,,
Victoria,Cold Account,ProSight Specialty Insurance Group Inc,0013700000MwQvD,www.prosightspecialty.com,,,,0,,Secondary,919 3rd Ave New York,New York,,,,United States,8/19/2020,,,,,
Victoria,Cold Account,QBE Americas Group,0013700000PzhFV,https://www.qbe.com/us,2478056000,,,0,,Primary,,New York,New York,,(312) 803-3927,United States,,https://www.linkedin.com/company/qbe-north-america/about/,,,,
Victoria,Cold Account,R K Harrison Group Limited,0013700000MwQpL,www.rkhgroup.com,,,,0,,Tertiary,One Whittington Avenue,London,,EC3V 1LE,,United Kingdom,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,RAC,0013700000MwQpM,www.rac.co.uk,,,,0,,Tertiary,Unit 15 Kingsbury Trading Estate Barningham Way,London,,NW9 8AU,,United Kingdom,6/30/2017,,,,Non-USA ,
Victoria,Cold Account,Reale Mutua Assicurazioni,0013700000MwQpN,www.realemutua.it,,,,0,,Tertiary,via Italia14,Silvi TE,,64028,,Italy,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,Renaissance Life & Health Insurance Co. of America,0013700000MvQ24,www.renaissancedental.com,,,,0,,Secondary,225 S. East Street,Indianapolis,Indiana,46202,(317) 708-3888,United States,8/27/2020,,,,,
Victoria,Cold Account,RISK Verzekeringen,0013700000MvMVn,http://www.risk.nl/,,,,0,,Secondary,Newtonbaan 4,Utrecht,,,,Netherlands,5/22/2017,,,,Non-USA ,
Victoria,Cold Account,Ryan Direct Group Limited,0013700000MwQpO,www.ryandirectgroup.co.uk,,,,0,,Tertiary,Quay Point Lakeside Boulevard,Doncaster,,DN4 5PL,,United Kingdom,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,SACE,0013700000MwQpP,www.sace.it,,,,0,,Tertiary,Piazza Poli37,Roma,,187,,Italy,6/21/2017,,,,Non-USA ,
Victoria,Cold Account,Santia Consulting Ltd,0013700000MwQpQ,www.santiaconsulting.com,,,,0,,Tertiary,Parc Nantgarw Heol Yr Odyn Nantgarw,Cardiff,,CF15 7QX,,United Kingdom,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,Saskatchewan Crop Insurance Corporation,0013700000MwQvE,www.scic.gov.sk.ca,,,,0,,Secondary,"484, Prince William Dr",Melville,,,,Canada,6/30/2017,,,,Non-USA ,
Victoria,Cold Account,Scott Insurance,0013700000MwQvF,www.scottins.com,,,,0,,Secondary,PO BOX 10489,Lynchburg,,,,United States,07.12.2017,,,,,
Victoria,Cold Account,SunAmerica Inc.,0013700000MvQ3M,www.sunamerica.com,,,,0,,Secondary,21650 Oxnard St. Suite 750,Woodland Hills,California,91367,(800) 445-7862,United States,06.12.2017,,,,,
Victoria,Cold Account,Suravenir,0013700000MwQpR,www.suravenir.fr,,,,0,,Tertiary,2 Rue Vasco de Gama,Saint-Herblain,,44800,,France,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,Swiss Life Ltd,0013700000MwQpS,www.swisslife.com,,,,0,,Tertiary,General-Guisan-Quai 40,ZÃ¼rich,,8022,,Switzerland,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,The Assurance Group Inc,0013700000MvQ3I,www.assuregrp.com,,,,0,,Secondary,5035 Prospect Street,High Point,North Carolina,27263,(336) 474-2333,United States,5/26/2017,,,,,
Victoria,Cold Account,The Boiler Inspection & Insurance Company of Canada Inc,0013700000MwQvG,www.biico.com,,,,0,,Secondary,250 Yonge St,Toronto,,,,United States,07.12.2017,,,,,
Victoria,Cold Account,The Sovereign General Insurance Company,0013700000MwQvH,www.sovgen.com,,,,0,,Secondary,130 Macdonell St,Guelph,,,,United States,7/13/2017,,,,,
Victoria,Cold Account,TMG Health Inc,0013700000MvQ5s,www.tmghealth.com,,,,0,,Secondary,455 S GULPH RD,King of Prussia,Pennsylvania,19406,(610) 878-9111,United States,06.08.2017,,,,,
Victoria,Cold Account,Tokio Marine Kiln,0013700000MwQpT,www.tokiomarinekiln.com,,,,0,,Tertiary,13 Fenchurch Street,London,,EC3M 3BY,,United Kingdom,7/13/2017,,,,Non-USA ,
Victoria,Cold Account,Towergate Insurance,0013700000MwQpU,www.towergate.co.uk,,,,0,,Tertiary,77 Leadenhall St,London,,EC3A 3DE,,United Kingdom,6/30/2017,,,,Non-USA ,
Victoria,Cold Account,Tradex Insurance Company Limited,0013700000MwQpV,www.tradex.com,,,,0,,Tertiary,7 Selsdon Way,London,,E14 9GL,,United Kingdom,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,TriWest Healthcare Alliance Corp,0013700000MvQ3A,www.triwest.com,,,,0,,Secondary,15451 N 28TH AVE,Phoenix,Arizona,85053,(855) 722-2838,United States,06.08.2017,,,,,
Victoria,Cold Account,Trupanion Pet Insurance,0013700000MwQvJ,www.trupanion.com,,,,0,,Secondary,1148 NW Leary Way,Seattle,,,,United States,6/21/2017,,,,,
Victoria,Cold Account,"Trusted Senior Specialists , LLC",0013700000MvQ29,www.trustedseniorspecialists.com,,,,0,,Secondary,10998 S Wilcrest Dr. Ste. 195,Houston,Texas,77099,(281) 892-0192,United States,06.08.2017,,,,,
Victoria,Cold Account,United Insurance Brokers Ltd,0013700000MwQpW,www.uib.co.uk,,,,0,,Tertiary,Mansell Court 69 Mansell Street,London,,E1 8AN,,United Kingdom,07.12.2017,,,,Non-USA ,
Victoria,Cold Account,Univers Workplace Solutions,0013700000MvQ22,www.univers.biz,,,,0,,Secondary,897 12Th Street,Hammonton,New Jersey,8037,(800) 343-0240,United States,06.12.2017,,,,,
Victoria,Cold Account,"Universal Insurance Holdings, Inc.",0013700000MwQvK,www.universalproperty.com,737060000,,,0,,Primary,2875 NE 191st St Ste 302,Fort Lauderdale,Florida,,,United States,07.12.2017,https://finance.yahoo.com/quote/UVE/,Property and Casualty (P & C),,cleaned,
Victoria,Cold Account,VIVAT Verzekeringen,0013700000MvMWD,http://www.vivat.nl/,,,,0,,Secondary,Burgemeester Rijnderslaan 7,Amstelveen,,1185 MD,,Netherlands,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,"Western World Insurance Group, Inc.",0013700000MwQvL,www.westernworld.com,,,,0,,Secondary,400 Parsons Pond Dr,Franklin Lakes,,,,United States,07.12.2017,,,,,
Victoria,Cold Account,Westland Insurance Group Ltd,0013700000MwQvM,www.westlandinsurance.ca,,,,0,,Secondary,2222 160 St,Surrey,,,,Canada,08.11.2017,,,,Non-USA ,
Victoria,Cold Account,WFG National Title Insurance Company,0013700000MwQvN,www.wfgtitleco.com,,,,0,,Secondary,333 W Santa Clara St Ste 110,San Jose,,,,United States,07.05.2017,,,,,
Victoria,Cold Account,Workplace Safety and Insurance Board,0013700000MwQvO,www.wsib.on.ca,,,,0,,Secondary,200 Front St W 101,Toronto,,,,Canada,07.10.2017,,,,Non-USA ,
Gary,Current Customer,Wellington Insurance Group,0011S00000k2GnA,https://www.wellingtoninsgroup.com/,,,,1,,Secondary,6801 Calmont Ave,Fort Worth,Texas,76116,(817) 862-4049,United States,9/23/2020,,,,,
Javier,Current Customer,Guardian Life Insurance Company,00137000009p7Ax,www.guardianlife.com,,,11900000000,0,,Secondary,7 Hanover Square,New York,New York,10004,(610) 807-7857,United States,12.05.2019,,,,,
Javier,Current Customer,Protective Life,00137000009xORR,www.protective.com,,,4400000000,0,,Secondary,2801 Hgwy 280 S,Birmingham,Alabama,35223,(205) 268-1000,United States,3/20/2020,,,,,
Jeff,Current Customer,Liberty Mutual eClaims,0013700000ASh6G,https://www.libertymutual.com/claims-center,,,,0,,Secondary,100 Liberty Way,Dover,New Hampshire,03821-7500,,United States,1/30/2018,,,,,
Jeff,Current Customer,Liberty Mutual eSales,0013700000ASh66,esales.libertymutual.com,,,,3,,Secondary,100 Liberty Way,Dover,New Hampshire,03821-7500,,United States,10.02.2020,,,,,
Jeff,Current Customer,Liberty Mutual eService,0013700000ASh6L,libertymutual.com,,,,1,,Secondary,100 Liberty Way,Dover,New Hampshire,03821-7500,,United States,10.01.2020,,,,,
Jeff,Current Customer,State Insurance Fund WC Fund (CA),0013700000MvQ5z,www.scif.com,2277778000,,,3,,Primary,5880 Owens Drive,Pleasanton,California,94588,(888) 782-8338,United States,10/14/2020,,,,,
Jordan,Current Customer,Berkshire Hathaway Inc,0013700000U4RMF,www.biberk.com/,46006795000,,,0,,Secondary,,Omaha,Nebraska,,,United States,3/13/2020,https://finance.yahoo.com/quote/BRK-A/profile?p=BRK-A,,,,
Jordan,Current Customer,Confuturo,0011S00000jCIcl,https://www.confuturo.cl/,,,,1,,Tertiary,,,,,,Chile,9/16/2020,,,,Non-USA ,
Jordan,Current Customer,Sura,0013700000YZTca,www.sura.cl,,,,0,,Tertiary,,,,,,Chile,,,,,Non-USA ,
Mayo,Current Customer,Plymouth Rock Assurance,0013700000IZKqT,https://www.plymouthrock.com,728661000,,1000000000,1,,Primary,20 Megan Drive,Berkeley Heights,New Jersey,7739,1 (844) 273-4518,United States,10.08.2020,https://www.bloomberg.com/profile/company/204762Z:US,,,ready for outreach,
Michael,Current Customer,Quility,0011S000012gKz2,https://www.sfglife.com/,,,,1,,Secondary,204 Whitson Avenue Suite 2C,Swannanoa,North Carolina,28778,(828) 581-0475,United States,10.05.2020,,,,,
Michael,Current Customer,Mapfre Insurance,00137000006Z1Hd,www.mapfre.com,,,29700000000,5,,Tertiary,Carretera de Pozuelo 52,Madrid,,28222,787 502 9920,Spain,10/14/2020,,,,Non-USA ,
Michael,Current Customer,UnitedHealthcare,0013700000PzhFk,https://www.uhc.com/,,,,2,,Primary,,Chapel Hill,Minnesota,,(919) 942-3605,United States,9/14/2020,,,,,
Stan,Current Customer,Nippon Life Insurance Company,0013700000Ke6QY,https://www.nipponlifebenefits.com/,,,,1,,Secondary,655 Third Avenue 16th Floor,New York,New York,10017,6467034096,United States,10.02.2020,,,,,
Steven,Current Customer,Crum & Forster,0011S00000eI0jW,http://www.cfins.com/,,,,4,,Secondary,305 Madison Avenue,Morristown,New Jersey,7962,(973) 490-6777,United States,10/15/2020,,,,,
Steven,Current Customer,Insurance Office of America,0011S00000jC76J,www.ioausa.com,,,,2,,Secondary,,Longwood,Florida,,,United States,10/16/2020,,,,,
Steven,Current Customer,Nationwide Mutual Insurance Company,00137000009wyST,www.nationwide.com,18871828000,,36300000000,1,,Primary,One Plaza,Columbus,Ohio,43215,(614) 249-7111,United States,10/14/2020,https://www.bloomberg.com/profile/company/57884Z:US,,,,
Steven,Current Customer,The Zenith Insurance Company,0013700000csiUT,http://thezenith.com,,,,2,,Secondary,21255 Califa Street,Woodlands Hills,California,91367,(818) 594-5186,United States,10.02.2020,,,,,
Thomas,Current Customer,Mercury General Corporation,0013700000ARuQn,www.mercuryinsurance.com,3179743000,,3200000000,3,,Secondary,4484 Wilshire Boulevard,Los Angeles,California,90010,(323) 937-1060,United States,10/16/2020,https://finance.yahoo.com/quote/MCY/,,,,
Thomas,Current Customer,United Concordia Dental,0011S00000k2Gig,https://www.unitedconcordia.com/dental-insurance/,,,,1,,Secondary,4401 Deer Path Road,Harrisburg,Pennsylvania,17110,,United States,10/19/2020,,,,,
Alex,Lost Account,Jackson National Life Insurance,0013700000Dd9H5,jackson.com,,,,0,,Secondary,1 Corporate Way,Lansing,Michigan,48951,(701) 250-3300,United States,3/16/2020,,,,,
Alex,Lost Account,Jefferson National Financial Group,0013700000Deb4z,www.jeffnat.com,,,75000000,0,,Secondary,10350 Ormsby Park Place,Louisville,Kentucky,40223,(866) 667-0564,United States,11.01.2017,,,,,
Alex,Lost Account,Old Mutual Latam,00137000009pYJe,http://www.oldmutual.com/,,,5000000000,0,,Tertiary,"Bosque de Ciruelos 162 First Floor, Col. Bosques de las Lomas, CP 11700, Mexico City.",Mexico City,Mexico State,11700,,Mexico,4/23/2019,,,,Non-USA ,
Alex,Lost Account,Thrivent Financial,0013700000Fz0LN,www.thrivent.com,,,8500000000,0,,Secondary,901 North 3rd Street,Minneapolis,,55401,(612) 844-7000,United States,3/18/2019,,,,,
Dan,Lost Account,Generali,0013700000JWpsB,www.generali.com,,,74600000000,0,,Tertiary,Piazza Duca degli Abruzzi 2,Trieste,,34132,#ERROR!,Italy,5/13/2020,,,,Non-USA ,
Dan,Lost Account,Marsh & McLennan Companies,0013700000MxCZX,https://www.marsh.com/,,,,0,,Secondary,1166 Avenue of the Americas,New York,New York,10036,(212) 345-5000,United States,10/19/2020,,,,,
Elisa,Lost Account,Allianz Insurance,0013700000ATCEd,https://www.allianz.com,1835283000,,9100000000,0,,Primary,800 South Figueroa St.,Los Angeles,California,90017,#ERROR!,United States,08.10.2020,,,,Updated,Financial Services
Elisa,Lost Account,Farm Bureau Property & Casualty Group,00137000009qbcM,www.fbfs.com,1346530000,,,0,,Primary,5400 University Avenue,Des Moines,Iowa,50266-5997,(515) 226-6216,United States,08.10.2020,https://www.bloomberg.com/profile/company/4527936Z:US,,,USA non-insurance or no prospects,Financial Services
Gary,Lost Account,AAA National,0013700000ATCEK,www.aaa.com,3814880000,,1000000000,0,,Primary,1000 AAA Drive,Heathrow,Florida,32746,(401) 868-2010,United States,3/17/2020,,Life & Health/P&C,,Verified,
